"","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6"
"11745711_a_at",3.815792,3.840176,3.909145,4.095113,3.93583,3.835237
"11745712_x_at",3.433414,2.979096,3.535918,3.358438,3.205042,3.355288
"11745713_a_at",4.170347,4.03342,3.935603,3.873987,4.412074,4.03953
"11745714_a_at",4.855016,5.012366,5.561745,5.232685,5.227143,5.359815
"11745715_a_at",13.50927,12.74059,12.91227,12.79037,13.18737,13.23167
"11745716_s_at",13.34015,12.6798,13.01841,12.7775,13.05089,13.13556
"11745717_x_at",11.2048,11.07221,10.86115,11.26612,11.39248,10.44526
"11745718_s_at",11.07786,10.55381,10.18917,10.11894,9.81144,10.55208
"11745719_a_at",4.228137,4.418554,4.209338,4.44352,4.176167,4.501128
"11745720_s_at",11.73227,11.58998,11.49807,11.56651,11.85749,11.38882
"11745721_s_at",4.43819,4.909728,4.649515,4.791172,4.52405,4.799055
"11745722_x_at",10.0177,11.56727,12.10801,12.611,12.14148,12.30558
"11745723_a_at",9.647724,10.41118,10.16253,9.838222,10.06795,10.39428
"11745724_at",6.760417,7.280534,6.552384,6.814237,6.5601,6.527158
"11745725_a_at",8.503421,8.296659,7.828241,7.707012,7.604213,8.46282
"11745726_x_at",8.207629,7.980339,7.535925,7.37557,7.311896,8.126889
"11745727_a_at",7.533819,6.26834,7.461592,6.502071,7.146787,5.429849
"11745728_s_at",6.957685,5.974517,6.901867,6.205584,6.521691,5.466976
"11745729_a_at",5.803977,5.83316,5.298702,5.756561,5.207301,5.858813
"11745730_a_at",6.604556,6.496655,6.639348,6.662535,6.585818,6.07389
"11745731_x_at",4.968716,4.870191,5.279952,4.842629,4.807363,5.154543
"11745732_a_at",6.777683,6.601449,6.566524,6.502221,6.436952,7.176047
"11745733_a_at",6.840003,6.664604,6.998097,6.868288,6.711295,6.561265
"11745734_x_at",5.389894,5.314614,5.685922,5.521501,5.406697,5.547602
"11745735_a_at",9.201691,9.38105,9.422921,9.431522,9.370062,9.146915
"11745736_a_at",6.86923,6.850083,6.16869,6.618557,6.655441,6.452063
"11745737_x_at",10.95502,11.06388,10.83565,10.7509,10.74566,10.58456
"11745738_s_at",8.529084,8.299438,8.53524,8.262623,8.194324,8.219205
"11745739_a_at",7.500419,8.286632,7.599123,8.119712,8.109879,8.558542
"11745740_x_at",7.044361,7.815746,6.92424,7.646024,7.614212,8.060214
"11745741_a_at",9.053818,9.184724,9.125038,9.185013,9.306927,9.21478
"11745742_s_at",5.440487,5.38839,5.606842,5.568707,5.646645,5.396451
"11745743_x_at",4.611776,5.060903,4.805526,4.691851,4.854939,5.128115
"11745744_a_at",7.158705,7.061699,7.219939,7.120305,7.220742,6.968939
"11745745_a_at",5.794611,5.555471,5.45796,5.781428,5.56913,5.875298
"11745746_a_at",6.680211,6.908356,6.244288,6.529813,6.115121,6.552437
"11745747_x_at",8.534622,8.682408,8.286345,8.346862,8.275407,8.446636
"11745748_s_at",4.566572,4.375124,4.406028,4.632141,4.415321,4.505901
"11745749_x_at",9.586691,9.597125,10.0442,9.7408,10.62311,10.30899
"11745750_a_at",9.198481,9.049875,9.107899,8.858357,8.984711,8.975208
"11745751_a_at",3.882174,3.769135,3.637802,3.891435,3.553417,3.628981
"11745752_a_at",7.985733,7.726844,7.643197,7.654014,7.523139,7.407396
"11745753_x_at",3.101765,3.313838,3.530271,3.654734,4.153205,3.507854
"11745754_x_at",12.42004,12.32784,12.12142,11.03835,11.52181,12.27165
"11745755_a_at",4.666709,4.61492,4.688903,4.951273,4.566432,4.754415
"11745756_a_at",6.010869,6.650111,6.50242,6.409527,6.68953,6.89453
"11745757_a_at",3.354966,3.773546,3.682386,3.31015,3.998747,3.532083
"11745758_a_at",4.348808,3.754399,3.961432,3.890581,4.150461,4.347195
"11745759_x_at",6.907357,7.155473,7.205215,7.47908,6.936721,7.336984
"11745760_x_at",9.652497,9.881713,9.373886,9.551828,9.58743,9.134355
"11745761_a_at",8.987432,8.766653,8.688187,8.800677,8.913915,8.876308
"11745762_x_at",9.381761,9.423859,9.263575,9.250532,9.473675,9.388802
"11745763_a_at",4.57081,4.959004,4.753037,4.570803,4.810175,4.88096
"11745764_a_at",7.609465,7.642898,7.696234,7.690452,7.780785,7.824091
"11745765_x_at",10.1463,9.642178,9.847046,9.462112,9.969767,9.07835
"11745766_a_at",6.794178,6.657799,7.474399,6.99745,6.934802,6.837542
"11745767_a_at",8.137994,7.747008,7.6935,6.089652,6.926353,6.596255
"11745768_a_at",8.006483,7.920381,8.260717,7.988468,8.114491,8.279232
"11745769_a_at",4.855163,5.010721,5.183485,5.317695,5.209204,5.247867
"11745770_s_at",10.24838,10.10976,10.50808,10.39762,10.21669,9.66481
"11745771_s_at",4.500296,4.546789,4.522983,4.572562,4.677855,4.706065
"11745772_x_at",7.465582,7.307211,7.30952,7.416778,6.852806,7.447678
"11745773_a_at",4.087618,4.098665,3.88643,4.250078,3.980618,4.195192
"11745774_x_at",9.935509,9.393059,10.0305,9.79026,9.350923,9.688795
"11745775_a_at",9.160353,9.061678,7.989842,8.540445,7.672792,8.918827
"11745776_a_at",3.261271,3.106703,3.079083,3.362354,3.247909,3.047305
"11745777_x_at",4.531989,4.812778,4.947323,4.881059,4.774264,4.800082
"11745778_a_at",4.112111,4.300603,4.441128,4.180949,4.267236,4.51551
"11745779_a_at",5.802977,4.923335,5.245721,5.371864,4.986672,5.031519
"11745780_x_at",9.065313,9.050969,8.698563,8.593329,8.786857,8.73581
"11745781_s_at",3.758375,3.795997,3.442833,3.124177,3.107859,3.630002
"11745782_x_at",3.278883,3.143835,2.962563,2.873187,2.828571,3.409526
"11745783_a_at",3.363603,3.658533,3.597618,3.253685,3.836096,3.271753
"11745784_a_at",7.87928,7.836559,7.57202,7.69408,7.613414,7.596781
"11745785_a_at",4.88062,4.459075,4.666314,4.811445,4.663471,4.562453
"11745786_a_at",9.599391,9.446983,9.607656,9.803047,9.696556,9.651648
"11745787_at",3.769485,3.423679,3.399024,3.458927,3.597205,3.375911
"11745788_a_at",3.553763,3.693167,4.035013,3.656464,3.785255,3.623877
"11745789_a_at",7.93199,8.547051,8.044379,8.030033,7.828423,8.540058
"11745790_a_at",4.451487,4.339155,4.080194,3.902426,3.946172,4.640884
"11745791_a_at",7.512742,7.583348,7.545765,7.842361,6.917159,7.295177
"11745792_at",5.53515,5.49119,5.612562,5.623432,5.537596,5.379824
"11745793_a_at",3.088052,2.740152,2.85511,3.320341,2.984001,3.058911
"11745794_s_at",6.577062,7.033853,6.170875,6.418766,6.468216,6.479435
"11745795_s_at",11.65697,11.88941,11.84413,11.80981,11.89461,11.69609
"11745796_a_at",7.75397,7.868942,7.727612,7.567666,7.78769,7.58564
"11745797_x_at",3.61787,3.391824,3.841118,3.592878,3.562304,3.689013
"11745798_x_at",6.33105,6.4438,6.6675,6.448853,6.266936,6.276892
"11745799_s_at",10.73084,9.243213,8.48245,8.542999,8.594264,8.60782
"11745800_a_at",5.094192,5.299875,4.943886,5.364205,5.569625,5.009568
"11745801_s_at",10.8105,10.61345,10.80969,10.93441,11.10401,10.90218
"11745802_a_at",10.02015,9.790636,9.961707,10.02884,9.930663,10.03577
"11745803_x_at",12.68881,12.78135,12.94999,13.0047,13.1821,13.19034
"11745804_s_at",11.31469,11.31769,11.19068,11.16901,11.29062,11.12374
"11745805_a_at",2.949688,3.108614,3.107646,2.929343,3.489244,2.885685
"11745806_a_at",7.461353,7.338353,6.783428,7.051782,7.1517,7.116104
"11745807_a_at",7.400503,7.61049,7.288379,7.634688,7.453122,7.175333
"11745808_a_at",2.782677,2.835602,2.814097,3.06111,3.089381,2.86777
"11745809_s_at",3.700624,3.546008,3.94426,4.199872,3.51648,3.919791
"11745810_a_at",3.47081,3.338264,3.361672,3.696154,3.311273,3.476187
"11745811_a_at",7.493656,7.454661,7.62711,7.51983,7.487139,7.544825
"11745812_x_at",8.728315,8.69813,8.555378,8.862709,8.740004,8.594042
"11745813_a_at",6.142807,5.67116,5.777571,5.894348,5.729251,5.94891
"11745814_x_at",4.774717,4.470165,4.574387,4.246142,4.710743,4.618308
"11745815_x_at",6.312725,6.80954,6.694242,6.678304,6.03605,6.614985
"11745816_a_at",5.227348,5.253394,5.603476,5.763417,5.585334,5.632378
"11745817_x_at",3.792738,3.96165,4.382711,4.146521,4.121718,4.317068
"11745818_x_at",4.417549,4.142884,4.01448,4.274007,4.451203,4.500945
"11745819_a_at",7.909928,7.620875,8.558982,7.865214,8.144932,7.799479
"11745820_s_at",10.20755,10.54712,10.48174,10.84456,10.70423,10.32454
"11745821_a_at",5.863331,6.206389,5.963818,6.597295,6.221081,5.64525
"11745822_x_at",8.634782,8.655025,8.402242,8.541398,8.901246,8.696783
"11745823_a_at",6.761035,6.553024,6.776873,6.753864,6.772968,6.737119
"11745824_x_at",6.918055,7.293463,7.04599,7.472172,7.222331,7.642922
"11745825_s_at",3.188863,2.975086,3.088627,3.005726,3.085351,3.106519
"11745826_a_at",7.450455,7.710229,7.270591,8.318401,7.820076,8.38442
"11745827_a_at",6.972662,6.563261,6.965365,7.1734,7.119005,6.712552
"11745828_x_at",10.77742,11.17586,10.81059,10.91027,10.7903,11.36826
"11745829_a_at",5.503178,5.426713,5.020211,4.972686,5.097254,4.556792
"11745830_a_at",8.521568,8.009571,7.937595,8.090666,7.973111,8.136476
"11745831_a_at",3.453675,3.311214,3.28411,3.331847,3.465368,3.544825
"11745832_a_at",6.161754,6.074488,6.143291,6.359623,6.187665,6.319561
"11745833_s_at",8.22113,8.189416,8.382026,8.711723,9.430486,7.634902
"11745834_a_at",5.467115,5.722529,5.688333,5.96235,6.765868,4.892565
"11745835_a_at",6.445349,6.456266,6.655953,6.566679,6.606706,6.731069
"11745836_x_at",5.613488,5.293408,5.515231,5.373038,5.388923,6.117681
"11745837_x_at",13.89688,13.58811,13.84496,13.44023,14.10183,13.84055
"11745838_a_at",6.375533,7.074297,6.406965,6.373718,6.515184,6.422896
"11745839_a_at",6.601862,7.995226,7.615508,7.632766,7.771321,8.223628
"11745840_a_at",6.338321,6.156585,5.77924,5.740145,5.629375,5.899644
"11745841_a_at",6.401582,6.617154,6.942355,6.510297,6.991283,6.835842
"11745842_s_at",7.008344,6.917314,7.18626,6.949731,7.120664,7.389741
"11745843_a_at",7.976661,8.153643,7.371793,8.355929,9.314775,5.862831
"11745844_a_at",9.02973,8.988243,9.098783,9.130955,9.297906,8.796629
"11745845_a_at",8.463675,8.821667,8.727638,8.615953,8.773786,8.660324
"11745846_x_at",8.750253,9.018621,8.834836,9.124163,8.934212,9.230989
"11745847_x_at",8.018987,8.437749,7.846443,7.908592,8.21019,8.356108
"11745848_a_at",7.418402,7.159987,7.492867,7.690114,7.898556,7.57902
"11745849_a_at",5.279251,5.506455,4.961998,5.572405,5.333092,5.049177
"11745850_a_at",10.38811,10.3987,10.21071,10.13729,10.26948,10.60759
"11745851_x_at",10.57537,10.71674,10.50925,10.54318,10.52611,10.06145
"11745852_a_at",7.482705,7.396254,7.367203,7.537604,7.566582,7.522966
"11745853_a_at",4.931759,4.720335,5.142691,4.83477,4.81278,4.938317
"11745854_a_at",9.689682,10.15753,9.958258,10.18929,10.15678,10.24474
"11745855_s_at",6.234908,6.589831,6.598454,7.031378,6.943681,6.931554
"11745856_x_at",6.039613,7.096032,6.73267,7.266671,7.463763,7.250747
"11745857_a_at",6.152785,5.761614,6.158322,6.15589,5.868134,6.313787
"11745858_a_at",6.517267,6.176754,6.212663,6.258037,6.375365,6.339165
"11745859_x_at",5.938109,5.806834,5.991731,5.799094,5.887966,5.906023
"11745860_x_at",7.160469,7.038412,7.363044,7.04589,7.003143,7.097692
"11745861_a_at",4.621789,3.821207,4.629634,3.495927,4.333422,3.702838
"11745862_x_at",5.710147,5.404351,5.947305,4.788774,5.68139,4.935987
"11745863_a_at",6.123861,6.033541,5.66817,5.926659,5.849038,6.019258
"11745864_x_at",5.494536,5.328228,5.374228,5.437677,5.07771,5.310011
"11745865_a_at",9.225564,9.825906,9.406426,9.425339,9.83674,9.851654
"11745866_a_at",5.732698,5.540298,5.90781,5.788945,5.774341,5.888394
"11745867_x_at",4.566204,4.706998,4.279057,4.677696,4.654223,4.929575
"11745868_a_at",7.792094,8.346557,8.073988,8.534859,9.785995,6.296978
"11745869_a_at",9.641651,9.542574,9.579235,9.698997,10.16041,10.83114
"11745870_a_at",10.17075,11.24061,10.15228,10.4335,10.45025,9.581268
"11745871_a_at",9.490041,9.558788,9.589871,9.516169,9.568923,9.229668
"11745872_a_at",5.963807,6.192227,6.354279,5.981084,6.013322,5.845697
"11745873_x_at",6.96993,6.916492,7.104139,6.675759,6.922538,6.587901
"11745874_a_at",6.378469,6.03606,5.933389,5.804198,5.615119,5.668985
"11745875_x_at",9.701777,9.789735,10.07918,10.23366,10.34095,10.27516
"11745876_s_at",10.58778,10.60126,10.42619,10.57807,10.79587,10.44554
"11745877_x_at",7.560068,7.364757,7.847565,7.485927,7.57263,7.226223
"11745878_x_at",8.565441,8.952078,8.898243,8.905237,9.531519,8.915934
"11745879_a_at",9.544933,9.95427,9.18995,9.735828,9.401195,10.0142
"11745880_a_at",3.54839,3.396866,3.569705,3.842824,3.479121,3.649999
"11745881_a_at",6.303989,6.064341,6.354279,6.389803,6.334144,6.282074
"11745882_s_at",5.937718,6.444644,6.360151,6.188605,6.109107,6.44455
"11745883_s_at",5.011418,4.914507,4.831186,4.943154,4.891286,5.027754
"11745884_a_at",9.646616,9.648255,9.639528,9.834905,9.655059,9.811972
"11745885_a_at",5.258679,5.457221,5.498837,5.587318,5.334223,5.888111
"11745886_a_at",6.015801,5.747756,5.888025,5.595145,5.022472,5.235967
"11745887_a_at",3.342569,2.973193,3.119747,3.204709,3.058476,3.345483
"11745888_a_at",5.445955,5.490859,4.845652,5.284307,4.894903,5.111291
"11745889_a_at",7.345086,6.808885,6.982696,6.81824,6.633535,7.162214
"11745890_x_at",9.444242,9.208323,9.574753,9.700583,9.460722,9.503121
"11745891_x_at",4.680052,4.521126,4.691851,4.4951,4.684698,4.563004
"11745892_a_at",11.48616,12.22638,11.58644,11.62722,11.61529,10.83976
"11745893_s_at",10.86782,11.62316,10.8249,10.87598,10.87118,10.09477
"11745894_x_at",5.624954,5.488835,5.624954,5.570561,5.337248,5.279903
"11745895_a_at",4.940496,4.765326,4.766303,4.598346,4.614841,4.573829
"11745896_a_at",8.641541,8.014011,8.067166,8.116282,8.309067,7.93968
"11745897_a_at",3.899376,4.003107,4.250776,4.042495,4.195265,3.898756
"11745898_a_at",3.186285,2.799083,3.164969,3.12514,3.127507,3.013449
"11745899_x_at",3.032011,3.232826,3.008561,3.081148,3.245621,3.173137
"11745900_s_at",6.90606,6.775151,6.962801,6.852329,6.940799,6.690108
"11745901_a_at",4.540654,4.497949,4.506779,4.458515,4.356103,4.741959
"11745902_a_at",12.1847,12.05605,11.43703,11.11426,11.48438,12.18156
"11745903_a_at",2.653019,2.75629,2.843335,2.940367,2.891664,2.773824
"11745904_a_at",10.45308,10.43428,10.38589,10.26326,10.28544,10.16543
"11745905_a_at",5.786144,5.722134,5.863705,5.856733,5.721043,6.118153
"11745906_at",7.721803,7.447598,7.123252,6.827003,7.328399,7.415703
"11745907_at",3.973144,3.569081,3.334116,3.636715,3.487605,3.614285
"11745908_a_at",5.057804,5.049219,5.394542,5.198218,4.649212,5.106171
"11745909_a_at",7.623583,7.697051,7.157976,7.764293,7.690693,7.820435
"11745910_a_at",3.530908,3.292488,3.530908,3.478616,3.507569,3.466704
"11745911_a_at",5.876477,5.68667,5.698655,5.587449,5.481233,5.663444
"11745912_a_at",3.511858,3.709109,3.463792,3.744824,3.613617,3.294401
"11745913_s_at",3.023632,3.061442,3.340885,3.032776,3.037991,3.552366
"11745914_x_at",4.407383,4.281641,4.40049,4.650262,4.750253,4.90191
"11745915_x_at",4.924068,5.813767,5.992485,5.238854,5.599723,5.371866
"11745916_x_at",5.418851,5.694649,5.30033,5.441313,5.767833,5.71161
"11745917_a_at",5.907299,5.576093,5.768645,5.961759,5.785932,5.869742
"11745918_a_at",7.22624,7.117798,6.869329,7.05687,6.809689,6.870592
"11745919_a_at",6.856464,6.500861,7.026433,6.999261,6.837884,6.598842
"11745920_x_at",2.904954,2.710881,2.879551,2.892368,2.982487,2.89894
"11745921_a_at",3.460142,3.589585,3.486145,3.242121,3.422709,3.46531
"11745922_a_at",3.77791,3.575691,3.508836,3.709071,3.604815,3.52901
"11745923_x_at",2.653019,2.71294,2.478888,2.79431,2.726059,2.601164
"11745924_at",5.939168,5.592362,5.976485,5.449091,5.743913,5.417798
"11745925_at",4.7712,4.490017,4.330059,4.55725,4.476103,4.488274
"11745926_a_at",5.831294,5.909917,5.703882,6.116982,6.091345,6.160364
"11745927_x_at",5.503123,5.819884,5.814955,5.956582,5.956048,6.034696
"11745928_a_at",5.143354,4.133224,4.79061,4.29229,4.847525,4.452642
"11745929_a_at",7.214086,7.443254,6.955607,7.426824,7.321458,7.409832
"11745930_a_at",5.713415,5.469975,5.744965,5.575528,5.866304,6.145318
"11745931_a_at",6.882697,6.518092,6.842241,6.587114,6.642552,6.888749
"11745932_x_at",13.79915,13.77642,13.86421,14.02559,14.10651,13.95017
"11745933_a_at",9.628378,9.737674,9.711693,10.07301,9.94514,9.8035
"11745934_a_at",5.134241,5.528857,5.656032,5.412834,5.888856,5.521902
"11745935_x_at",3.534908,3.531267,3.276256,3.7798,3.561198,3.628501
"11745936_a_at",7.225674,7.418595,7.398456,7.325,6.940071,7.671238
"11745937_a_at",7.198241,6.946039,7.159845,7.053321,7.194462,7.201116
"11745938_a_at",5.556963,5.85671,5.422741,5.82925,3.779314,3.828378
"11745939_a_at",2.928906,3.081194,3.027743,2.891533,3.208832,3.203581
"11745940_a_at",9.451277,11.75628,10.07436,10.40382,10.20597,10.63832
"11745941_a_at",4.373818,6.821646,4.898601,5.162306,4.811962,4.998782
"11745942_a_at",4.210096,3.734111,3.980214,3.82904,4.100184,3.800233
"11745943_a_at",6.131001,6.012459,6.165345,6.169249,6.099626,6.133399
"11745944_s_at",7.700229,7.919012,7.589463,7.846442,7.824335,7.941296
"11745945_x_at",5.44642,5.631747,5.814849,5.299693,5.44976,6.233966
"11745946_s_at",8.564131,8.927684,8.70927,8.539189,8.322715,8.448869
"11745947_a_at",3.338385,3.520164,3.498369,3.581865,3.445899,3.409978
"11745948_a_at",6.460093,6.494356,6.92345,6.98735,7.397442,5.24671
"11745949_x_at",7.147592,6.903054,7.167442,7.156577,7.426771,6.461761
"11745950_a_at",7.010053,6.826238,7.215855,7.397828,7.73233,7.107743
"11745951_s_at",8.184673,8.328961,8.061623,8.088239,7.567191,7.94415
"11745952_a_at",4.007719,3.581705,3.907166,3.949285,3.713917,3.873998
"11745953_x_at",5.940946,6.317126,6.034079,6.35926,5.817074,5.76813
"11745954_a_at",4.793675,4.857887,4.585033,4.97796,4.595406,4.549165
"11745955_a_at",5.485692,5.601286,5.406291,5.625823,5.461557,5.4142
"11745956_a_at",7.989592,8.089476,7.970154,7.950686,7.932462,8.054525
"11745957_a_at",2.845081,2.889744,3.249138,3.070997,3.039333,2.983017
"11745958_a_at",10.25166,10.00776,10.79321,10.39133,10.73584,10.96974
"11745959_a_at",4.699555,4.459444,4.10853,4.583982,4.507803,4.33536
"11745960_a_at",6.280555,6.034423,6.231456,5.956722,6.253736,5.766974
"11745961_x_at",3.697642,3.875213,3.994003,4.146439,3.734537,3.523957
"11745962_a_at",7.089776,7.173469,7.067209,7.171451,7.154626,6.879896
"11745963_a_at",4.8261,4.708591,5.112949,4.797452,5.002968,4.750148
"11745964_x_at",11.29877,11.41428,11.7239,11.50854,11.6634,11.87373
"11745965_a_at",7.258102,7.680439,7.494638,7.584181,7.698665,7.771928
"11745966_a_at",5.419755,5.127965,4.763291,5.279188,5.293672,5.284246
"11745967_x_at",7.610944,8.016479,7.740116,7.514574,7.938203,7.735981
"11745968_x_at",6.20326,6.17017,6.076415,6.180873,6.690583,6.091465
"11745969_a_at",4.896914,4.875609,5.185662,5.403625,5.093358,5.082066
"11745970_x_at",4.696498,4.888263,5.042551,5.245152,5.099161,5.010047
"11745971_s_at",11.74149,11.11904,11.24174,11.35288,11.34874,11.25212
"11745972_x_at",9.122446,8.309464,8.673158,8.57028,8.61616,8.338381
"11745973_a_at",6.435676,5.917336,5.881169,5.94715,5.752635,6.099688
"11745974_a_at",4.068136,3.528818,3.711514,4.108111,3.899061,3.631635
"11745975_a_at",10.68457,10.31016,10.61727,10.80347,10.38641,10.407
"11745976_x_at",10.6181,10.26597,10.53523,10.7905,10.28922,10.33737
"11745977_a_at",4.62457,4.337328,4.552955,4.046378,4.25155,4.506235
"11745978_s_at",3.778916,4.096473,3.662415,3.910071,3.767398,4.05379
"11745979_a_at",6.527011,6.320512,6.200249,6.5082,7.200772,6.558909
"11745980_a_at",8.177406,8.454168,7.930326,8.331955,8.37587,8.478049
"11745981_a_at",3.255578,3.085246,3.234935,3.348401,3.167296,3.311148
"11745982_a_at",3.45373,3.225726,3.687191,3.585899,3.485501,3.485755
"11745983_x_at",3.667065,3.771165,4.07226,4.005558,4.03094,3.841039
"11745984_a_at",9.525202,9.393639,9.710146,9.475147,9.620022,9.432379
"11745985_s_at",6.745531,6.643383,6.694304,6.732858,6.783144,6.682045
"11745986_s_at",4.611123,4.542723,4.43708,4.280681,4.380106,4.715362
"11745987_a_at",3.533014,3.028703,3.245355,3.065834,3.492758,3.323381
"11745988_a_at",6.688417,6.592406,6.382533,6.597951,6.784315,6.877207
"11745989_a_at",4.649402,5.041402,5.130982,4.554977,4.674762,4.678697
"11745990_x_at",6.836219,6.726127,6.674629,6.943667,6.630643,6.786572
"11745991_a_at",6.13614,6.27419,6.317574,6.313866,6.122713,6.116839
"11745992_a_at",8.000046,8.119629,7.790841,7.929501,7.985231,7.874736
"11745993_a_at",3.065,2.980258,2.889156,3.090365,2.97435,3.087114
"11745994_x_at",3.553389,3.228666,3.728504,3.453035,3.475289,3.373514
"11745995_x_at",5.536147,5.350492,5.245217,5.322401,5.43364,5.274395
"11745996_x_at",6.403094,5.951194,6.679878,6.410295,6.418853,6.489838
"11745997_a_at",3.721703,3.650212,3.560233,3.663248,3.392086,3.246215
"11745998_at",6.934598,6.948137,6.923182,6.60033,6.23631,6.804166
"11745999_a_at",3.206494,3.033151,3.411237,3.21566,3.330174,3.005076
"11746000_at",3.974656,4.510451,3.774048,4.094287,4.257161,4.01483
"11746001_x_at",3.623044,3.543691,3.681312,3.683846,3.676554,3.66828
